PrincessName,FirstMovieTitle,FirstMovieYear,MovieRuntimeMinutes,NumberOfSongs,HasSoloSong,HasDuet,HairColor,EyeColor,OutfitPrimaryColor,OutfitStyleEra,IsRoyalByBirth,HasAnimalSidekick,SidekickType,HasMagicalPowers,MagicType,MainSetting,IsBasedOnRealStory,CulturalOrigin,SpeaksToAnimals,FightsVillainDirectly,RomanticSubplot,MarriedByEnd,VillainName,VillainType,IMDB_Rating,RottenTomatoesScore,BoxOfficeMillions,AvgScreenTimeMinutes,NumMerchItemsOnAmazon,GoogleSearchIndex2024,InstagramFanPages,TikTokHashtagViewsMillions,Top3Hashtags,IsIconic,PopularityScore
Mulan,Mulan's Adventure,2001,95,4,No,No,Blonde,Grey,Yellow,Modern,No,Yes,Fish,Yes,Healing,Ocean,Yes,African-American,Yes,Yes,Yes,No,Villain of Mulan,Sorcerer,6.1,77,1265,31,482,82,58,490,#TeamMulan #LoveMulan #MulanForever,Yes,72
Snow White,Snow White's Adventure,1994,109,7,Yes,No,White,Green,Green,Modern,Yes,Yes,None,No,None,Ocean,Yes,Nordic,Yes,No,No,Yes,Villain of Snow White,Stepmother,7.0,80,1028,22,3177,42,72,530,#TeamSnow White #LoveSnow White #Snow WhiteForever,No,51
Aurora,Aurora's Adventure,1972,95,3,Yes,Yes,Blonde,Blue,Green,Modern,No,No,Horse,Yes,Ice,Castle,No,African-American,No,No,No,No,Villain of Aurora,Stepmother,7.3,79,107,50,180,25,159,442,#TeamAurora #LoveAurora #AuroraForever,No,70
Elsa,Elsa's Adventure,1955,103,7,No,Yes,White,Brown,Purple,Medieval,No,No,Horse,Yes,Dragon,Castle,No,African-American,Yes,No,No,Yes,Villain of Elsa,None,7.6,78,990,46,359,52,271,693,#TeamElsa #LoveElsa #ElsaForever,No,94
Aurora,Aurora's Adventure,2021,90,1,No,No,Blonde,Grey,Green,Victorian,Yes,No,Fish,Yes,Healing,Forest,No,Native American,No,Yes,No,No,Villain of Aurora,Witch,6.4,71,735,46,831,47,277,585,#TeamAurora #LoveAurora #AuroraForever,Yes,69
Ariel,Ariel's Adventure,2018,91,3,Yes,No,Brown,Brown,Blue,Victorian,Yes,Yes,Fish,Yes,Ice,Village,No,Scottish,Yes,Yes,No,No,Villain of Ariel,Sorcerer,7.9,73,1234,53,4194,87,18,888,#TeamAriel #LoveAriel #ArielForever,Yes,93
Rapunzel,Rapunzel's Adventure,1949,100,1,No,Yes,White,Grey,Yellow,Victorian,No,Yes,Fish,Yes,Ice,Desert,No,Nordic,Yes,Yes,No,No,Villain of Rapunzel,None,6.7,83,825,47,1101,68,95,341,#TeamRapunzel #LoveRapunzel #RapunzelForever,No,72
Moana,Moana's Adventure,1975,81,1,Yes,Yes,Black,Brown,Yellow,Ancient,Yes,Yes,Horse,No,Ocean,Mountains,Yes,Arabian,No,Yes,Yes,Yes,Villain of Moana,Sorcerer,6.1,68,337,45,4298,79,53,974,#TeamMoana #LoveMoana #MoanaForever,No,63
Snow White,Snow White's Adventure,2005,96,2,Yes,No,Red,Blue,Yellow,Victorian,No,No,Fish,Yes,Dragon,Ocean,Yes,African-American,No,Yes,No,No,Villain of Snow White,None,7.0,92,296,40,4038,59,117,319,#TeamSnow White #LoveSnow White #Snow WhiteForever,Yes,59
Snow White,Snow White's Adventure,1968,78,1,Yes,No,Brown,Brown,Blue,Victorian,No,Yes,Horse,No,Ocean,Village,No,Native American,Yes,Yes,No,Yes,Villain of Snow White,Witch,7.4,99,428,54,4924,52,105,784,#TeamSnow White #LoveSnow White #Snow WhiteForever,Yes,54
Jasmine,Jasmine's Adventure,1976,84,3,Yes,Yes,Brown,Green,Blue,Medieval,Yes,No,None,Yes,Ocean,Ocean,Yes,Scottish,No,No,Yes,No,Villain of Jasmine,Stepmother,8.1,79,444,55,1377,51,179,646,#TeamJasmine #LoveJasmine #JasmineForever,No,93
Merida,Merida's Adventure,1953,83,6,Yes,Yes,Red,Green,Blue,Modern,Yes,Yes,Horse,No,Voice,Village,No,Native American,No,No,No,No,Villain of Merida,Sorcerer,7.9,88,409,27,1923,54,231,42,#TeamMerida #LoveMerida #MeridaForever,No,64
Moana,Moana's Adventure,1952,78,2,Yes,Yes,Red,Brown,Green,Modern,No,No,Dragon,No,Dragon,Mountains,No,Polynesian,Yes,No,No,No,Villain of Moana,Warlord,7.9,92,156,47,4440,88,248,386,#TeamMoana #LoveMoana #MoanaForever,Yes,97
Cinderella,Cinderella's Adventure,1964,82,2,Yes,Yes,Black,Brown,Purple,Victorian,Yes,No,Dragon,No,None,Forest,Yes,Polynesian,No,No,No,Yes,Villain of Cinderella,Witch,7.1,89,397,44,493,61,156,237,#TeamCinderella #LoveCinderella #CinderellaForever,Yes,89
Anna,Anna's Adventure,1956,95,3,No,No,Blonde,Blue,Green,Ancient,Yes,Yes,Horse,Yes,None,Mountains,Yes,Scottish,Yes,No,Yes,Yes,Villain of Anna,Witch,7.0,93,578,59,523,46,91,140,#TeamAnna #LoveAnna #AnnaForever,Yes,72
Moana,Moana's Adventure,1961,96,4,Yes,No,Black,Grey,Pink,Modern,No,No,Fish,Yes,Dragon,Forest,Yes,Native American,Yes,Yes,Yes,Yes,Villain of Moana,Sorcerer,8.1,78,729,50,4350,74,241,977,#TeamMoana #LoveMoana #MoanaForever,Yes,93
Pocahontas,Pocahontas's Adventure,2019,95,7,No,Yes,Brown,Hazel,Blue,Medieval,No,Yes,Fish,Yes,Voice,Village,Yes,Arabian,No,No,No,Yes,Villain of Pocahontas,Witch,7.7,68,168,23,908,94,173,847,#TeamPocahontas #LovePocahontas #PocahontasForever,No,98
Merida,Merida's Adventure,2001,95,7,Yes,No,Red,Grey,Purple,Victorian,Yes,Yes,Horse,Yes,Healing,Mountains,No,Scottish,No,Yes,No,Yes,Villain of Merida,Witch,6.8,89,309,49,3638,98,225,881,#TeamMerida #LoveMerida #MeridaForever,No,95
Belle,Belle's Adventure,2006,76,1,Yes,No,Red,Green,Yellow,Victorian,No,Yes,Fish,Yes,Healing,Castle,No,African-American,No,No,Yes,Yes,Villain of Belle,Witch,8.5,97,406,53,1558,33,270,274,#TeamBelle #LoveBelle #BelleForever,No,96
Anna,Anna's Adventure,2020,70,2,No,Yes,White,Blue,Blue,Medieval,No,Yes,Fish,Yes,None,Desert,No,French,No,Yes,No,No,Villain of Anna,None,8.6,72,935,25,1815,53,53,164,#TeamAnna #LoveAnna #AnnaForever,Yes,67
Tiana,Tiana's Adventure,1937,71,7,No,No,Red,Blue,Purple,Victorian,Yes,Yes,Dragon,No,Ocean,Mountains,Yes,French,No,No,No,Yes,Villain of Tiana,None,7.6,86,463,54,2365,35,116,584,#TeamTiana #LoveTiana #TianaForever,No,76
Mulan,Mulan's Adventure,1938,105,3,No,No,Brown,Brown,Purple,Medieval,Yes,Yes,Horse,Yes,Healing,Village,No,Arabian,Yes,No,Yes,No,Villain of Mulan,None,7.1,77,195,42,2218,89,11,540,#TeamMulan #LoveMulan #MulanForever,No,69
